NO.;Time;Interval;Indoor Temperature(°C);Indoor Humidity(%);Outdoor Temperature(°C);Outdoor Humidity(%);Relative Pressure(hpa);Absolute Pressure(hpa);Wind Speed(m/s);Gust(m/s);Wind Direction;DewPoint(°C);WindChill(°C);Hour Rainfall(mm);24 Hour Rainfall(mm);Week Rainfall(mm);Month Rainfall(mm);Total Rainfall(mm)
1;01.03.2015 00:06;30;21,7;33;-4,1;77;989,9;993,1;0;0;E;-7,5;-4,1;0;0;0;0;0
2;01.03.2015 00:17;30;21,5;39;5,2;83;976,4;979,6;1,7;3,4;W;2,6;5,2;0;0;0;0;0
3;01.03.2015 00:36;30;21,7;33;-4,4;78;990,3;993,5;0;0;E;-7,7;-4,4;0;0;0;0;0
4;01.03.2015 00:47;30;21,1;39;5,2;83;975,7;978,9;2,4;4,4;SW;2,6;2,8;0;0;0;0;0
5;01.03.2015 01:06;30;21,8;34;-4,1;79;990,3;993,5;0;0;E;-7,2;-4,1;0;0;0;0;0
6;01.03.2015 01:17;30;20,9;40;5,2;83;975,4;978,6;2,4;4,4;W;2,6;2,8;0;0;0;0;0
7;01.03.2015 01:36;30;22,2;33;-4,2;80;990,5;993,7;0;0;E;-7,1;-4,2;0;0;0;0;0
8;01.03.2015 01:47;30;20,6;40;5,1;83;974,6;977,8;1,4;2,4;NW;2,5;5,1;0;0;0;0;0
9;01.03.2015 02:06;30;22,4;33;-4,2;80;990,4;993,6;0;0;E;-7,1;-4,2;0;0;0;0;0
10;01.03.2015 02:17;30;20,5;40;5,2;82;973,7;976,9;3,4;4,4;SW;2,4;0,6;0;0;0;0;0
11;01.03.2015 02:36;30;22,5;33;--.-;--;991,1;994,3;--.-;--.-;---;--.-;--.-;0;0;0;0;0
12;01.03.2015 02:47;30;20,3;40;5,2;81;973,1;976,3;4,1;6,8;SW;2,2;-0,6;0;0;0;0;0
13;01.03.2015 03:06;30;22,6;33;--.-;--;991,4;994,6;--.-;--.-;---;--.-;--.-;0;0;0;0;0
14;01.03.2015 03:17;30;20,2;40;5,6;79;971,8;975;2,4;3,7;SW;2,3;3,2;0;0;0;0;0
15;01.03.2015 03:36;30;22,5;32;-3,2;80;991,3;994,5;0;0;E;-6,2;-3,2;0;0;0;0;0
16;01.03.2015 03:47;30;20,1;40;5,8;79;970,8;974;3,1;6,8;WNW;2,4;1,9;0;0;0;0;0
17;01.03.2015 04:06;30;22,4;32;-2,8;80;991,6;994,8;0;0;E;-5,8;-2,8;0;0;0;0;0
18;01.03.2015 04:17;30;20;40;6;76;969,7;972,9;1,7;2,7;E;2,1;6;0;0;0;0;0
19;01.03.2015 04:36;30;22,4;32;-2,4;80;991,6;994,8;0;0;E;-5,4;-2,4;0;0;0;0;0
20;01.03.2015 04:47;30;20;40;6,2;75;968,8;972;0,3;1;NW;2,1;6,2;0;0;0;0;0
21;01.03.2015 05:06;30;22,4;32;-2,5;80;991,8;995;0,7;1,4;E;-5,5;-2,5;0;0;0;0;0
22;01.03.2015 05:17;30;20;40;6,3;73;967,8;971;3,1;4,1;SW;1,8;2,5;0;0;0;0;0
23;01.03.2015 05:36;30;22,3;32;-2,5;80;991,9;995,1;0;0;E;-5,5;-2,5;0;0;0;0;0
24;01.03.2015 05:47;30;19,9;41;6,3;73;967,2;970,4;0,3;1;W;1,8;6,3;0;0;0;0;0
25;01.03.2015 06:06;30;22,2;32;-2,5;81;992,3;995,5;0;0;E;-5,3;-2,5;0;0;0;0;0
26;01.03.2015 06:17;30;20,1;40;6,3;73;966,3;969,5;2;3,4;W;1,8;5;0;0;0;0;0
27;01.03.2015 06:36;30;22,1;32;-2,3;81;992,5;995,7;1;1,4;E;-5,1;-2,3;0;0;0;0;0
28;01.03.2015 06:47;30;20,6;40;6,9;68;965,4;968,6;1,4;2,7;SW;1,4;6,9;0;0;0;0;0
29;01.03.2015 07:06;30;21,7;33;-2,7;80;992,6;995,8;1,4;1,7;E;-5,7;-2,7;0;0;0;0;0
30;01.03.2015 07:17;30;20,9;40;6,5;70;965,4;968,6;0,7;1,7;SW;1,4;6,5;0;0;0;0;0
31;01.03.2015 07:36;30;21,2;33;--.-;--;993,1;996,3;--.-;--.-;---;--.-;--.-;0;0;0;0;0
32;01.03.2015 07:47;30;21;39;6,6;70;965,2;968,4;1;2;N;1,5;6,6;0;0;0;0;0
33;01.03.2015 08:06;30;21,1;33;--.-;--;993,1;996,3;--.-;--.-;---;--.-;--.-;0;0;0;0;0
34;01.03.2015 08:17;30;21;39;6,2;72;965,4;968,6;1;2,4;SW;1,5;6,2;0;0;0;0;0
35;01.03.2015 08:36;30;20,8;34;--.-;--;993,2;996,4;--.-;--.-;---;--.-;--.-;0;0;0;0;0
36;01.03.2015 08:47;30;21,1;38;6,3;72;964,6;967,8;1,7;3,7;E;1,6;6,3;0;0;0;0;0
37;01.03.2015 09:06;30;20,6;34;--.-;--;993,6;996,8;--.-;--.-;---;--.-;--.-;0;0;0;0;0
38;01.03.2015 09:17;30;21,1;38;6;73;964,2;967,4;2,7;5,1;SW;1,5;3;0;0;0;0;0
39;01.03.2015 09:36;30;20,4;34;--.-;--;993,9;997,1;--.-;--.-;---;--.-;--.-;0;0;0;0;0
40;01.03.2015 09:47;30;21,1;38;5,8;76;963,5;966,7;2;3,1;SW;1,9;4,5;0;0;0;0;0
41;01.03.2015 10:06;30;20,3;34;--.-;--;994,1;997,3;--.-;--.-;---;--.-;--.-;0;0;0;0;0
42;01.03.2015 10:17;30;21,1;39;6,6;72;963,3;966,5;2;3,1;NW;1,9;5,3;0;0;0;0;0
43;01.03.2015 10:36;30;20,1;35;--.-;--;994,4;997,6;--.-;--.-;---;--.-;--.-;0;0;0;0;0
44;01.03.2015 10:47;30;21,4;39;6,7;73;963,1;966,3;3,7;6,5;SW;2,2;1,9;0;0;0;0;0
45;01.03.2015 11:06;30;20;35;--.-;--;994,6;997,8;--.-;--.-;---;--.-;--.-;0;0;0;0;0
46;01.03.2015 11:17;30;21,6;40;6,7;74;963,1;966,3;3,7;5,8;S;2,4;1,9;0;0;0;0;0
47;01.03.2015 11:36;30;19,8;35;-5,8;84;995,3;998,5;0;0;E;-8,1;-5,8;0;0;0;0;0
48;01.03.2015 11:47;30;21,7;40;6,6;72;963,1;966,3;4,1;6,8;WSW;1,9;1,1;0;0;0;0;0
49;01.03.2015 12:06;30;19,7;35;-6,3;84;995,1;998,3;0;0;E;-8,6;-6,3;0;0;0;0;0
50;01.03.2015 12:17;30;21,7;40;6,2;76;962,9;966,1;4,8;7,1;NW;2,3;-0,4;0;0;0;0;0
51;01.03.2015 12:36;30;19,6;36;-6,3;85;995,2;998,4;0;0;E;-8,4;-6,3;0;0;0;0;0
52;01.03.2015 12:47;30;21,7;39;5,7;80;962,8;966;4,8;7,1;SW;2,5;-1;0;0;0;0;0
53;01.03.2015 13:06;30;20,2;35;-6,5;85;995,6;998,8;0;0;E;-8,6;-6,5;0;0;0;0;0
54;01.03.2015 13:17;30;21,7;39;5,2;82;963,3;966,5;2,7;4,1;NW;2,4;2,1;0;0;0;0;0
55;01.03.2015 13:36;30;20,6;34;-6,7;84;995,9;999,1;0;0;E;-9;-6,7;0;0;0;0;0
56;01.03.2015 13:47;30;21,7;40;5,2;83;963,1;966,3;5,4;8,5;SW;2,6;-2,4;0;0;0;0;0
57;01.03.2015 14:06;30;20,9;34;-6,9;84;996,2;999,4;0;0;E;-9,2;-6,9;0;0;0;0;0
58;01.03.2015 14:17;30;21,8;40;5,2;83;963,4;966,6;5,8;8,8;SW;2,6;-2,9;0;0;0;0;0
59;01.03.2015 14:36;30;21,1;32;-7;84;996,4;999,6;0;0;E;-9,3;-7;0;0;0;0;0
60;01.03.2015 14:47;30;21,8;40;4,9;84;964;967,2;4,1;5,8;NW;2,4;-1;0;0;0;0;0
61;01.03.2015 15:06;30;21,2;32;-7,2;80;996,8;1000;0;0;E;-10,1;-7,2;0;0;0;0;0
62;01.03.2015 15:17;30;21,8;40;4,8;87;964,1;967,3;2,7;4,4;W;2,8;1,6;0;0;0;0;0
63;01.03.2015 15:36;30;21,1;32;-7,2;80;997;1000,2;0;0;E;-10,1;-7,2;0;0;0;0;0
64;01.03.2015 15:47;30;21,9;40;5,6;90;964,6;967,8;5,4;6,8;WSW;4,1;-1,9;0;0;0;0;0
65;01.03.2015 16:06;30;21,1;32;-7;84;997,4;1000,6;0;0;E;-9,3;-7;0;0;0;0;0
66;01.03.2015 16:17;30;22;39;5,8;85;965,4;968,6;3,4;6,1;WSW;3,5;1,3;0;0;0;0;0
67;01.03.2015 16:36;30;21,1;32;-6,9;84;997,7;1000,9;0;0;E;-9,2;-6,9;0;0;0;0;0
68;01.03.2015 16:47;30;22,1;39;5,8;84;966,3;969,5;2,7;4,1;NW;3,3;2,7;0;0;0;0;0
69;01.03.2015 17:06;30;21,2;31;-6,7;84;998;1001,2;0;0;E;-9;-6,7;0;0;0;0;0
70;01.03.2015 17:17;30;22,3;39;5,7;82;967,3;970,5;5,1;8,5;WNW;2,9;-1,4;0;0;0;0;0
71;01.03.2015 17:36;30;21,5;31;-5,8;84;998,5;1001,7;0;0,3;E;-8,1;-5,8;0;0;0;0;0
72;01.03.2015 17:47;30;22,3;39;5,8;77;967,9;971,1;2,7;4,8;WNW;2,1;2,7;0;0;0;0;0
73;01.03.2015 18:06;30;22,1;30;-4,7;83;998,3;1001,5;0;0;E;-7,2;-4,7;0;0;0;0;0
74;01.03.2015 18:17;30;22,3;38;6,2;79;968,5;971,7;3,7;5,1;NW;2,8;1,3;0;0;0;0;0
75;01.03.2015 18:36;30;22,7;29;-3,4;82;998,5;1001,7;0;0;E;-6;-3,4;0;0;0;0;0
76;01.03.2015 18:47;30;22,3;38;6,1;76;968,8;972;1,4;1,7;SW;2,2;6,1;0;0;0;0;0
77;01.03.2015 19:06;30;22,8;29;0,2;74;998,8;1002;0;0;E;-3,9;0,2;0;0;0;0;0
78;01.03.2015 19:17;30;22,3;38;6;76;969,2;972,4;2;4,1;NE;2,1;4,7;0;0;0;0;0
79;01.03.2015 19:36;30;22,9;29;4,1;66;999;1002,2;0;0;SW;-1,7;4,1;0;0;0;0;0
80;01.03.2015 19:47;30;22,2;38;5,6;82;969,8;973;2,4;3,4;SW;2,8;3,2;0;0;0;0;0
81;01.03.2015 20:06;30;23,2;30;4;57;999;1002,2;0;0;SW;-3,7;4;0;0;0;0;0
82;01.03.2015 20:17;30;22,1;38;4,8;83;970,1;973,3;2,7;3,7;W;2,2;1,6;0;0;0;0;0
83;01.03.2015 20:36;30;23,3;30;2,2;53;999,3;1002,5;0,7;1;SE;-6,4;2,2;0;0;0;0;0
84;01.03.2015 20:47;30;22,1;38;4,3;86;970,2;973,4;0,3;0,7;SW;2,2;4,3;0;0;0;0;0
85;01.03.2015 21:06;30;23,6;30;4,1;55;999,2;1002,4;0;0,3;S;-4,1;4,1;0;0;0;0;0
86;01.03.2015 21:17;30;22,2;38;4,9;82;970,2;973,4;1,4;2;WSW;2,1;4,9;0;0;0;0;0
87;01.03.2015 21:36;30;23,3;30;-0,6;62;999,4;1002,6;0;0;N;-7;-0,6;0;0;0;0;0
88;01.03.2015 21:47;30;22,2;38;4,7;84;970,4;973,6;1,7;2,7;W;2,2;4,7;0;0;0;0;0
89;01.03.2015 22:06;30;22,8;29;-2;72;999,5;1002,7;0,3;0,7;SE;-6,4;-2;0;0;0;0;0
90;01.03.2015 22:17;30;22,1;38;5,2;83;970,6;973,8;2,4;5,8;SW;2,6;2,8;0;0;0;0;0
91;01.03.2015 22:36;30;22,4;29;-2,7;70;999,8;1003;0;0;SE;-7,4;-2,7;0;0;0;0;0
92;01.03.2015 22:47;30;22,1;38;5,6;82;970,7;973,9;1,7;2,4;W;2,8;5,6;0;0;0;0;0
93;01.03.2015 23:06;30;22;30;-3,6;72;999,7;1002,9;0;0,7;E;-7,9;-3,6;0;0;0;0;0
94;01.03.2015 23:17;30;22,1;38;5,6;80;970,6;973,8;1,4;3,1;WSW;2,4;5,6;0;0;0;0;0
95;01.03.2015 23:36;30;21,9;31;-4,1;75;1000,2;1003,4;0;0;E;-7,9;-4,1;0;0;0;0;0
96;01.03.2015 23:47;30;22,1;38;5,2;81;970,9;974,1;1,4;2;SW;2,2;5,2;0;0;0;0;0
97;02.03.2015 00:06;30;21,8;32;-4,6;76;1000,7;1003,9;0,3;0,7;E;-8,2;-4,6;0;0;0;0;0
98;02.03.2015 00:17;30;21,9;39;5;81;970,4;973,6;2;3,1;SW;2;3,6;0;0;0;0;0
99;02.03.2015 00:36;30;22,2;32;-4,7;77;1001;1004,2;0;0;S;-8,1;-4,7;0;0;0;0;0
100;02.03.2015 00:47;30;21,5;38;4,5;85;970,7;973,9;0,3;1;W;2,2;4,5;0;0;0;0;0
101;02.03.2015 01:06;30;22,3;32;-5,4;78;1000,9;1004,1;0;0;S;-8,6;-5,4;0;0;0;0;0
102;02.03.2015 01:17;30;21,1;38;4,8;85;970,5;973,7;1,7;3,4;SW;2,5;4,8;0;0;0;0;0
103;02.03.2015 01:36;30;22,4;33;-5,7;79;1001,5;1004,7;0;0;S;-8,8;-5,7;0;0;0;0;0
104;02.03.2015 01:47;30;21,1;38;5;81;970,6;973,8;2;3,1;SW;2;3,6;0;0;0;0;0
105;02.03.2015 02:06;30;22,4;33;-5,4;81;1001,8;1005;0;0;S;-8,2;-5,4;0;0;0;0;0
106;02.03.2015 02:17;30;20,9;39;4,5;82;970,7;973,9;2;3,1;NW;1,7;3,1;0;0;0;0;0
107;02.03.2015 02:36;30;22,3;33;-4,7;81;1001,7;1004,9;0;0;S;-7,5;-4,7;0;0;0;0;0
108;02.03.2015 02:47;30;20,8;39;4;85;970,9;974,1;1,7;2,7;W;1,7;4;0;0;0;0;0
109;02.03.2015 03:07;31;22,4;32;-5,4;81;1002,3;1005,5;0;0;S;-8,2;-5,4;0;0;0;0;0
110;02.03.2015 03:17;30;20,7;39;3,7;86;970,9;974,1;1,4;2;W;1,6;3,7;0;0;0;0;0
111;02.03.2015 03:37;30;22,4;32;-6,1;81;1002,6;1005,8;0,7;1;S;-8,8;-6,1;0;0;0;0;0
112;02.03.2015 03:47;30;20,6;40;3,4;86;970,7;973,9;2,4;3,7;W;1,3;0,8;0;0;0;0;0
113;02.03.2015 04:07;30;22,5;33;-6,4;81;1002,9;1006,1;0;0;S;-9,1;-6,4;0;0;0;0;0
114;02.03.2015 04:17;30;20,5;40;3,1;86;970,8;974;1,7;3,1;W;1;3,1;0;0;0;0;0
115;02.03.2015 04:37;30;22,5;32;-6,1;82;1003,1;1006,3;0;0,7;S;-8,7;-6,1;0;0;0;0;0
116;02.03.2015 04:47;30;20,4;40;3,1;87;971,4;974,6;0,7;1,4;W;1,2;3,1;0;0;0;0;0
117;02.03.2015 05:07;30;22,5;32;-5,4;81;1003,1;1006,3;0,7;1;S;-8,2;-5,4;0;0;0;0;0
118;02.03.2015 05:17;30;20,3;40;3,3;87;971,3;974,5;0,7;2;SW;1,3;3,3;0;0;0;0;0
119;02.03.2015 05:37;30;22,5;32;-5,5;78;1003,4;1006,6;0;0;S;-8,7;-5,5;0;0;0;0;0
120;02.03.2015 05:47;30;20,3;40;3,1;87;971,3;974,5;0,3;1;SW;1,2;3,1;0;0;0;0;0
121;02.03.2015 06:07;30;22,5;32;-6,7;79;1003,6;1006,8;0,3;0,7;S;-9,7;-6,7;0;0;0;0;0
122;02.03.2015 06:17;30;20,5;40;3,4;87;971,5;974,7;0;0,7;SW;1,4;3,4;0;0;0;0;0
123;02.03.2015 06:37;30;22,3;32;-6,7;80;1003,7;1006,9;0;0,3;S;-9,6;-6,7;0;0;0;0;0
124;02.03.2015 06:47;30;21,1;39;3,3;87;971,7;974,9;0;0;WSW;1,3;3,3;0;0;0;0;0
125;02.03.2015 07:07;30;22;32;-7,3;76;1004;1007,2;0;0;S;-10,8;-7,3;0;0;0;0;0
126;02.03.2015 07:17;30;21,4;39;3,1;87;972;975,2;0;0,7;SW;1,2;3,1;0;0;0;0;0
127;02.03.2015 07:37;30;21,5;33;-6,6;82;1004,1;1007,3;0,7;1;S;-9,2;-6,6;0;0;0;0;0
128;02.03.2015 07:47;30;21,4;38;3,2;88;972,4;975,6;0,3;1;W;1,4;3,2;0;0;0;0;0
129;02.03.2015 08:07;30;21,2;32;-5,9;80;1004,2;1007,4;0,7;1;S;-8,8;-5,9;0;0;0;0;0
130;02.03.2015 08:17;30;21,5;38;3,2;88;972,9;976,1;2;2,7;NW;1,4;1,7;0;0;0;0;0
131;02.03.2015 08:37;30;20,8;33;-6,3;80;1004,7;1007,9;0;0;S;-9,2;-6,3;0;0;0;0;0
132;02.03.2015 08:47;30;21,7;38;3,4;87;973,4;976,6;0,7;1,4;W;1,4;3,4;0;0;0;0;0
133;02.03.2015 09:07;30;20,6;33;-6,8;79;1005,3;1008,5;0,7;1;S;-9,8;-6,8;0;0;0;0;0
134;02.03.2015 09:17;30;21,8;38;3,7;87;974,1;977,3;1;1,4;SW;1,7;3,7;0;0;0;0;0
135;02.03.2015 09:37;30;20,3;33;-6,8;80;1005,1;1008,3;0;0,3;S;-9,7;-6,8;0;0;0;0;0
136;02.03.2015 09:47;30;21,8;38;3,8;88;974,8;978;0,7;1,4;SW;2;3,8;0;0;0;0;0
137;02.03.2015 10:07;30;20,2;34;-6,8;80;1005,1;1008,3;0;0,3;S;-9,7;-6,8;0;0;0;0;0
138;02.03.2015 10:17;30;21,9;37;4,2;85;975,4;978,6;1;1,4;SW;1,9;4,2;0;0;0;0;0
139;02.03.2015 10:37;30;20;33;-6,4;81;1005,6;1008,8;0,7;1;S;-9,1;-6,4;0;0;0;0;0
140;02.03.2015 10:47;30;21,9;37;4,8;80;976,3;979,5;1,4;2,7;SE;1,6;4,8;0;0;0;0;0
141;02.03.2015 11:07;30;19,8;35;-6,3;79;1005,6;1008,8;0;0;S;-9,4;-6,3;0;0;0;0;0
142;02.03.2015 11:17;30;22;36;5,2;75;976,9;980,1;0,3;1;W;1,1;5,2;0;0;0;0;0
143;02.03.2015 11:37;30;19,6;35;-7,5;73;1005,7;1008,9;0;0,3;S;-11,5;-7,5;0;0;0;0;0
144;02.03.2015 11:47;30;22,1;36;5,2;74;977,7;980,9;0;0;NW;1;5,2;0;0;0;0;0
145;02.03.2015 12:07;30;19,5;35;-7,6;75;1005,9;1009,1;0,3;0,7;S;-11,3;-7,6;0;0;0;0;0
146;02.03.2015 12:17;30;22,1;36;5,2;73;978;981,2;0;0,7;NNE;0,8;5,2;0;0;0;0;0
147;02.03.2015 12:37;30;19,4;35;-7,3;75;1006;1009,2;0;0;S;-11;-7,3;0;0;0;0;0
148;02.03.2015 12:47;30;22,9;36;7,6;58;978,3;981,5;1;1,4;SE;-0,1;7,6;0;0;0;0;0
149;02.03.2015 13:07;30;19,8;35;-6,7;78;1006,3;1009,5;0,7;1;S;-9,9;-6,7;0;0;0;0;0
150;02.03.2015 13:17;30;23;35;6,8;65;978,9;982,1;0,3;1,4;E;0,7;6,8;0;0;0;0;0
151;02.03.2015 13:37;30;20,3;34;-7,4;74;1006,8;1010;0;0;S;-11,2;-7,4;0;0;0;0;0
152;02.03.2015 13:47;30;22,9;35;5,8;67;979,3;982,5;0,3;0,7;SE;0,2;5,8;0;0;0;0;0
153;02.03.2015 14:07;30;20,6;33;-7,9;74;1006,6;1009,8;0;0;S;-11,7;-7,9;0;0;0;0;0
154;02.03.2015 14:17;30;23,5;35;9,1;55;979,6;982,8;1,7;2;E;0,5;9,1;0;0;0;0;0
155;02.03.2015 14:37;30;20,7;33;-6,4;78;1007;1010,2;0;0;S;-9,6;-6,4;0;0;0;0;0
156;02.03.2015 14:47;30;24;34;7,2;55;980,1;983,3;1,4;2;E;-1,2;7,2;0;0;0;0;0
157;02.03.2015 15:07;30;20,7;32;-6,6;76;1007,3;1010,5;0;0;S;-10,1;-6,6;0;0;0;0;0
158;02.03.2015 15:17;30;23,7;34;7,7;51;980,7;983,9;0;0,3;N;-1,8;7,7;0;0;0;0;0
159;02.03.2015 15:37;30;21,1;31;-6,6;77;1007,6;1010,8;0;0,3;S;-10;-6,6;0;0;0;0;0
160;02.03.2015 15:47;30;23,6;35;7,3;51;980,8;984;0,3;0,7;NW;-2,2;7,3;0;0;0;0;0
161;02.03.2015 16:07;30;21,4;31;-6,7;77;1007,7;1010,9;0;0;S;-10,1;-6,7;0;0;0;0;0
162;02.03.2015 16:17;30;23,5;35;6,9;60;981,2;984,4;0;0;NW;-0,3;6,9;0;0;0;0;0
163;02.03.2015 16:37;30;21,6;31;-7,1;73;1008,4;1011,6;0,3;0,7;S;-11,1;-7,1;0;0;0;0;0
164;02.03.2015 16:48;31;23,2;35;5,2;70;981,6;984,8;0;0;NW;0,2;5,2;0;0;0;0;0
165;02.03.2015 17:07;30;21,8;30;-6,9;77;1008,9;1012,1;0;0;S;-10,3;-6,9;0;0;0;0;0
166;02.03.2015 17:18;30;22,8;34;4,4;73;981,6;984,8;0;0;NW;0;4,4;0;0;0;0;0
167;02.03.2015 17:37;30;22;29;-6,5;77;1009;1012,2;0;0,3;S;-9,9;-6,5;0;0;0;0;0
168;02.03.2015 17:48;30;22,5;34;3,3;76;982,1;985,3;0;0;NW;-0,5;3,3;0;0;0;0;0
169;02.03.2015 18:07;30;22,4;29;-5,5;76;1009,2;1012,4;0;0;S;-9,1;-5,5;0;0;0;0;0
170;02.03.2015 18:18;30;22,4;35;2,5;75;982,5;985,7;0;0;NW;-1,5;2,5;0;0;0;0;0
171;02.03.2015 18:37;30;22,9;29;-4,3;73;1009,4;1012,6;0;0,3;S;-8,4;-4,3;0;0;0;0;0
172;02.03.2015 18:48;30;22,3;35;1,7;77;982,9;986,1;0;0;NW;-1,9;1,7;0;0;0;0;0
173;02.03.2015 19:07;30;23,1;29;1;59;1009,1;1012,3;0,7;1;E;-6,1;1;0;0;0;0;0
174;02.03.2015 19:18;30;22,3;35;1,5;80;983,1;986,3;0;0;NW;-1,6;1,5;0;0;0;0;0
175;02.03.2015 19:37;30;23,4;29;2;48;1009,3;1012,5;0,3;0,7;NW;-7,9;2;0;0;0;0;0
176;02.03.2015 19:48;30;22,3;35;1,1;80;983,4;986,6;0;0;NW;-2;1,1;0;0;0;0;0
177;02.03.2015 20:07;30;23,6;28;2,5;47;1009,7;1012,9;0;0,3;NW;-7,7;2,5;0;0;0;0;0
178;02.03.2015 20:18;30;22,3;34;1;80;983,5;986,7;0;0,3;NW;-2,1;1;0;0;0;0;0
179;02.03.2015 20:37;30;23,6;28;3,5;49;1009,7;1012,9;0,7;1;NW;-6,2;3,5;0;0;0;0;0
180;02.03.2015 20:48;30;22,3;34;1,1;81;983,7;986,9;0;0;NW;-1,8;1,1;0;0;0;0;0
181;02.03.2015 21:07;30;23,8;28;2,4;44;1009,9;1013,1;0,7;1;N;-8,6;2,4;0;0;0;0;0
182;02.03.2015 21:18;30;22,2;34;2,2;81;984,1;987,3;0;0,3;SW;-0,7;2,2;0;0;0;0;0
183;02.03.2015 21:37;30;23,6;27;-1,2;55;1010;1013,2;0;0;NW;-9,1;-1,2;0;0;0;0;0
184;02.03.2015 21:48;30;22,2;34;2,1;81;984,7;987,9;2,4;3,4;W;-0,8;-0,6;0;0;0;0;0
185;02.03.2015 22:07;30;22,9;28;-3;59;1010;1013,2;0;0;NW;-9,9;-3;0;0;0;0;0
186;02.03.2015 22:18;30;22,2;34;1,7;84;985;988,2;0;0,3;SW;-0,7;1,7;0;0;0;0;0
187;02.03.2015 22:37;30;22,4;28;-3,6;65;1010,5;1013,7;0;0;NW;-9,2;-3,6;0;0;0;0;0
188;02.03.2015 22:48;30;22,3;34;1,9;84;985,3;988,5;0,3;0,7;SW;-0,5;1,9;0;0;0;0;0
189;02.03.2015 23:07;30;22,1;28;-4,3;69;1010,7;1013,9;0;0,3;NW;-9,1;-4,3;0;0;0;0;0
190;02.03.2015 23:18;30;22,3;35;1,9;84;985,4;988,6;0;0,3;SW;-0,5;1,9;0;0;0;0;0
191;02.03.2015 23:37;30;21,8;29;-4,3;70;1011;1014,2;0,3;0,7;NW;-9;-4,3;0;0;0;0;0
192;02.03.2015 23:48;30;22,2;35;2,2;83;985,9;989,1;0,3;1;W;-0,4;2,2;0;0;0;0;0
193;03.03.2015 00:07;30;21,6;30;-5,3;71;1011,3;1014,5;0,3;0,7;NW;-9,7;-5,3;0;0;0;0;0
194;03.03.2015 00:18;30;22;35;2,3;82;985,8;989;0,3;0,7;SW;-0,5;2,3;0;0;0;0;0
195;03.03.2015 00:37;30;21,7;32;-5,8;73;1011,6;1014,8;0;0,3;NW;-9,9;-5,8;0;0;0;0;0
196;03.03.2015 00:48;30;21,4;36;2,2;83;986;989,2;0;0,3;SW;-0,4;2,2;0;0;0;0;0
197;03.03.2015 01:07;30;21,8;33;-6,3;75;1011,9;1015,1;0;0;NW;-10;-6,3;0;0;0;0;0
198;03.03.2015 01:18;30;21,1;36;2;83;986,4;989,6;0;0,3;SW;-0,6;2;0;0;0;0;0
199;03.03.2015 01:37;30;22;31;-6,1;77;1012;1015,2;0;0;NW;-9,5;-6,1;0;0;0;0;0
200;03.03.2015 01:48;30;20,9;38;1,9;84;986,4;989,6;0;0,3;SW;-0,5;1,9;0;0;0;0;0
201;03.03.2015 02:07;30;21,9;32;-6,8;76;1012,3;1015,5;0;0;NW;-10,3;-6,8;0;0;0;0;0
202;03.03.2015 02:18;30;20,8;38;1,4;84;986,5;989,7;0;0;W;-1;1,4;0;0;0;0;0
203;03.03.2015 02:37;30;21,8;31;-6,4;77;1012,6;1015,8;0;0;NW;-9,8;-6,4;0;0;0;0;0
204;03.03.2015 02:48;30;20,6;38;1,1;84;987,1;990,3;0;0;W;-1,3;1,1;0;0;0;0;0
205;03.03.2015 03:07;30;21,8;31;-6,3;77;1012,6;1015,8;0,7;1;NW;-9,7;-6,3;0;0;0;0;0
206;03.03.2015 03:18;30;20,4;38;1;84;987,1;990,3;0;0;W;-1,4;1;0;0;0;0;0
207;03.03.2015 03:37;30;21,8;31;-5,6;77;1013;1016,2;0;0,3;NW;-9;-5,6;0;0;0;0;0
208;03.03.2015 03:48;30;20,3;38;0,7;85;987,5;990,7;0;0;W;-1,5;0,7;0;0;0;0;0
209;03.03.2015 04:07;30;21,8;31;-5,3;77;1013,6;1016,8;0;0;NW;-8,7;-5,3;0;0;0;0;0
210;03.03.2015 04:18;30;20,2;39;0,8;86;987,5;990,7;0,3;0,7;SE;-1,3;0,8;0;0;0;0;0
211;03.03.2015 04:37;30;21,8;31;-4,9;76;1013,9;1017,1;0;0;NW;-8,5;-4,9;0;0;0;0;0
212;03.03.2015 04:48;30;20,1;39;0,9;87;987,4;990,6;0;0;SW;-1;0,9;0;0;0;0;0
213;03.03.2015 05:07;30;21,8;31;-4,9;75;1013,4;1016,6;0,3;1;NW;-8,7;-4,9;0;0;0;0;0
214;03.03.2015 05:18;30;20,1;39;1,2;87;987,5;990,7;0,3;0,7;NW;-0,7;1,2;0;0;0;0;0
215;03.03.2015 05:37;30;21,8;31;-3,9;73;1013,7;1016,9;0;0;NW;-8;-3,9;0;0;0;0;0
216;03.03.2015 05:48;30;20;39;1,4;87;987,8;991;0;0,3;WNW;-0,5;1,4;0;0;0;0;0
217;03.03.2015 06:07;30;21,8;31;-3,8;69;1014,4;1017,6;0;0,3;NW;-8,7;-3,8;0;0;0;0;0
218;03.03.2015 06:18;30;20,1;40;1,6;87;987,8;991;0;0,3;W;-0,3;1,6;0;0;0;0;0
219;03.03.2015 06:37;30;21,6;31;-4,3;71;1014,5;1017,7;0;0;NW;-8,8;-4,3;0;0;0;0;0
220;03.03.2015 06:48;30;20,6;39;1,3;85;988,3;991,5;2,4;3,4;SW;-0,9;-1,5;0;0;0;0;0
